2024-11-21 16:13:32.965 | WARNING  | chatchat.server.utils:detect_xf_models:104 - auto_detect_model needs xinference-client installed. Please try "pip install xinference-client". 
2024-11-22 17:37:45.189 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:37:45.227 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:37:45.227 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:37:45.228 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:37:45.228 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:38:18.572 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:38:18.612 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:38:18.613 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:38:18.613 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:38:18.613 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:39:12.304 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:39:12.339 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:39:12.339 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:39:12.340 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:39:12.340 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:54:01.635 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:54:01.682 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:54:01.683 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:54:01.683 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:54:01.684 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:54:04.364 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:54:04.405 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:54:04.405 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:54:04.406 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:54:04.406 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:55:04.433 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:55:04.473 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:55:04.474 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:55:04.475 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:55:04.475 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:55:07.448 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:55:07.489 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:55:07.489 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:55:07.489 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:55:07.490 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:55:11.099 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:55:11.140 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:55:11.142 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:55:11.143 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:55:11.143 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:55:24.016 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:55:24.419 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:55:40.093 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:55:40.535 | ERROR    | chatchat.server.utils:check_embed_model:355 - failed to access embed model 'quentinz/bge-large-zh-v1.5': Error raised by inference endpoint: HTTPConnectionPool(host='127.0.0.1', port=11434): Max retries exceeded with url: /api/embeddings (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f85f7c92390>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-11-22 17:55:40.536 | ERROR    | chatchat.server.chat.kb_chat:knowledge_base_chat_iterator:221 - error in knowledge chat: failed to access embed model 'quentinz/bge-large-zh-v1.5': Error raised by inference endpoint: HTTPConnectionPool(host='127.0.0.1', port=11434): Max retries exceeded with url: /api/embeddings (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f85f7c92390>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-11-22 17:56:05.678 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:56:05.679 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:56:49.824 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:56:50.199 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:56:54.198 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:56:54.300 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:56:54.301 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:56:54.302 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:56:54.302 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:56:54.600 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:56:54.691 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:56:54.693 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:56:54.694 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:56:54.695 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:57:34.350 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:57:34.451 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:57:34.452 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:57:34.453 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:57:34.454 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:57:34.666 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:57:34.699 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:57:34.700 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:57:34.700 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:57:34.701 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using llama-3.1-instruct instead
2024-11-22 17:57:40.312 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:57:40.313 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:57:46.409 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:57:46.410 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:57:46.455 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:load_vector_store:109 - loading vector store in 'testing/vector_store/quentinz/bge-large-zh-v1.5' from disk.
2024-11-22 17:57:46.472 | ERROR    | chatchat.server.knowledge_base.kb_cache.faiss_cache:load_vector_store:140 - Error raised by inference endpoint: HTTPConnectionPool(host='127.0.0.1', port=11434): Max retries exceeded with url: /api/embeddings (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f85f672e410>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-11-22 17:57:46.472 | ERROR    | chatchat.server.knowledge_base.kb_api:create_kb:44 - RuntimeError: 创建知识库出错： 向量库 testing 加载失败。
2024-11-22 17:57:59.751 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:57:59.752 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:58:20.229 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:58:20.230 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 17:58:20.271 | INFO     | chatchat.server.knowledge_base.kb_cache.faiss_cache:load_vector_store:109 - loading vector store in 'testing/vector_store/text-embedding-v1' from disk.
2024-11-22 17:58:37.404 | ERROR    | chatchat.server.utils:run_in_thread_pool:733 - error in sub thread: Connection error.
2024-11-22 17:58:37.498 | ERROR    | chatchat.server.knowledge_base.kb_cache.faiss_cache:load_vector_store:140 - list index out of range
2024-11-22 17:58:37.499 | ERROR    | chatchat.server.knowledge_base.kb_api:create_kb:44 - RuntimeError: 创建知识库出错： 向量库 testing 加载失败。
2024-11-22 18:03:00.264 | ERROR    | chatchat.server.utils:check_embed_model:355 - failed to access embed model 'quentinz/bge-large-zh-v1.5': Error raised by inference endpoint: HTTPConnectionPool(host='127.0.0.1', port=11434): Max retries exceeded with url: /api/embeddings (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f85f6734c50>: Failed to establish a new connection: [Errno 111] Connection refused'))
2024-11-22 18:03:00.274 | ERROR    | chatchat.webui_pages.utils:ret_sync:208 - RemoteProtocolError: API通信遇到错误：peer closed connection without sending complete message body (incomplete chunked read)
2024-11-22 18:03:04.284 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - RapidOCRDocLoader used for /home/angus/langchain-data/data/knowledge_base/testing/content/APAI4011 or STAT4011 Natural Language Processing - 2024 Fall.docx
2024-11-22 18:03:27.560 | ERROR    | chatchat.server.utils:check_embed_model:355 - failed to access embed model 'text-embedding-v1': Connection error.
2024-11-22 18:05:10.903 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - RapidOCRDocLoader used for /home/angus/langchain-data/data/knowledge_base/testing/content/APAI4011 or STAT4011 Natural Language Processing - 2024 Fall.docx
2024-11-22 18:05:26.084 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - RapidOCRDocLoader used for /home/angus/langchain-data/data/knowledge_base/testing/content/APAI4011 or STAT4011 Natural Language Processing - 2024 Fall.docx
2024-11-22 18:05:28.620 | ERROR    | chatchat.server.utils:check_embed_model:355 - failed to access embed model 'text-embedding-v1': Connection error.
2024-11-22 18:05:43.616 | ERROR    | chatchat.server.utils:check_embed_model:355 - failed to access embed model 'text-embedding-v1': Connection error.
2024-11-22 18:06:19.567 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - RapidOCRDocLoader used for /home/angus/langchain-data/data/knowledge_base/testing/content/APAI4011 or STAT4011 Natural Language Processing - 2024 Fall.docx
2024-11-22 18:06:22.450 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - RapidOCRDocLoader used for /home/angus/langchain-data/data/knowledge_base/testing/content/APAI4011 or STAT4011 Natural Language Processing - 2024 Fall.docx
2024-11-22 18:06:37.258 | ERROR    | chatchat.server.utils:check_embed_model:355 - failed to access embed model 'text-embedding-v1': Connection error.
2024-11-22 18:06:40.108 | ERROR    | chatchat.server.utils:check_embed_model:355 - failed to access embed model 'text-embedding-v1': Connection error.
2024-11-22 18:08:04.351 | ERROR    | chatchat.webui_pages.utils:post:87 - ReadTimeout: error when post /knowledge_base/upload_docs: timed out
2024-11-22 18:08:04.387 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - RapidOCRDocLoader used for /home/angus/langchain-data/data/knowledge_base/testing/content/APAI4011 or STAT4011 Natural Language Processing - 2024 Fall.docx
2024-11-22 18:08:22.023 | ERROR    | chatchat.server.utils:check_embed_model:355 - failed to access embed model 'text-embedding-v1': Connection error.
2024-11-22 18:09:38.159 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:09:38.160 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:09:44.084 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:09:44.085 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:10:10.928 | ERROR    | chatchat.webui_pages.utils:post:87 - ReadTimeout: error when post /knowledge_base/upload_docs: timed out
2024-11-22 18:10:10.969 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - RapidOCRDocLoader used for /home/angus/langchain-data/data/knowledge_base/testing/content/APAI4011 or STAT4011 Natural Language Processing - 2024 Fall.docx
2024-11-22 18:10:26.153 | ERROR    | chatchat.webui_pages.utils:post:87 - ReadTimeout: error when post /knowledge_base/upload_docs: timed out
2024-11-22 18:10:26.191 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - RapidOCRDocLoader used for /home/angus/langchain-data/data/knowledge_base/testing/content/APAI4011 or STAT4011 Natural Language Processing - 2024 Fall.docx
2024-11-22 18:10:29.129 | ERROR    | chatchat.server.utils:check_embed_model:355 - failed to access embed model 'text-embedding-v1': Connection error.
2024-11-22 18:10:43.534 | ERROR    | chatchat.server.utils:check_embed_model:355 - failed to access embed model 'text-embedding-v1': Connection error.
2024-11-22 18:11:19.535 | ERROR    | chatchat.webui_pages.utils:post:87 - ReadTimeout: error when post /knowledge_base/upload_docs: timed out
2024-11-22 18:11:19.570 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - RapidOCRDocLoader used for /home/angus/langchain-data/data/knowledge_base/testing/content/APAI4011 or STAT4011 Natural Language Processing - 2024 Fall.docx
2024-11-22 18:11:22.419 | ERROR    | chatchat.webui_pages.utils:post:87 - ReadTimeout: error when post /knowledge_base/upload_docs: timed out
2024-11-22 18:11:22.453 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - RapidOCRDocLoader used for /home/angus/langchain-data/data/knowledge_base/testing/content/APAI4011 or STAT4011 Natural Language Processing - 2024 Fall.docx
2024-11-22 18:11:37.132 | ERROR    | chatchat.server.utils:check_embed_model:355 - failed to access embed model 'text-embedding-v1': Connection error.
2024-11-22 18:11:40.201 | ERROR    | chatchat.server.utils:check_embed_model:355 - failed to access embed model 'text-embedding-v1': Connection error.
2024-11-22 18:13:04.456 | ERROR    | chatchat.webui_pages.utils:post:87 - ReadTimeout: error when post /knowledge_base/upload_docs: timed out
2024-11-22 18:13:04.490 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - RapidOCRDocLoader used for /home/angus/langchain-data/data/knowledge_base/testing/content/APAI4011 or STAT4011 Natural Language Processing - 2024 Fall.docx
2024-11-22 18:13:22.073 | ERROR    | chatchat.server.utils:check_embed_model:355 - failed to access embed model 'text-embedding-v1': Connection error.
2024-11-22 18:15:11.036 | ERROR    | chatchat.webui_pages.utils:post:87 - ReadTimeout: error when post /knowledge_base/upload_docs: timed out
2024-11-22 18:15:11.070 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - RapidOCRDocLoader used for /home/angus/langchain-data/data/knowledge_base/testing/content/APAI4011 or STAT4011 Natural Language Processing - 2024 Fall.docx
2024-11-22 18:15:26.187 | ERROR    | chatchat.webui_pages.utils:post:87 - ReadTimeout: error when post /knowledge_base/upload_docs: timed out
2024-11-22 18:15:26.221 | INFO     | chatchat.server.knowledge_base.utils:file2docs:336 - RapidOCRDocLoader used for /home/angus/langchain-data/data/knowledge_base/testing/content/APAI4011 or STAT4011 Natural Language Processing - 2024 Fall.docx
2024-11-22 18:55:23.509 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using qwen:7b instead
2024-11-22 18:55:23.527 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:23.537 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:23.548 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:23.558 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:25.033 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using qwen:7b instead
2024-11-22 18:55:25.056 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:25.067 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:25.077 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:25.087 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:25.109 | INFO     | chatchat.startup:start_main_server:257 - 正在启动服务：
2024-11-22 18:55:25.111 | INFO     | chatchat.startup:start_main_server:258 - 如需查看 llm_api 日志，请前往 /home/angus/langchain-data/data/logs
2024-11-22 18:55:26.607 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using qwen:7b instead
2024-11-22 18:55:26.625 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:26.636 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:26.646 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:26.656 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:26.671 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using qwen:7b instead
2024-11-22 18:55:27.197 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:27.197 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:27.197 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:27.198 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:27.210 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:27.356 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:27.406 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using qwen:7b instead
2024-11-22 18:55:27.444 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:27.453 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:27.463 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:27.472 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:27.596 | INFO     | chatchat.startup:run_api_server:55 - Api MODEL_PLATFORMS: [PlatformConfig(platform_name='xinference', platform_type='xinference', api_base_url='http://127.0.0.1:9997/v1', api_key='EMPTY', api_proxy='', api_concurrencies=5, auto_detect_model=True, llm_models=[], embed_models=[], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[]), PlatformConfig(platform_name='ollama', platform_type='ollama', api_base_url='http://127.0.0.1:11434/v1', api_key='EMPTY', api_proxy='', api_concurrencies=5, auto_detect_model=False, llm_models=['qwen:7b', 'qwen2:7b'], embed_models=['quentinz/bge-large-zh-v1.5'], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[]), PlatformConfig(platform_name='oneapi', platform_type='oneapi', api_base_url='http://127.0.0.1:3000/v1', api_key='sk-', api_proxy='', api_concurrencies=5, auto_detect_model=False, llm_models=['chatglm_pro', 'chatglm_turbo', 'chatglm_std', 'chatglm_lite', 'qwen-turbo', 'qwen-plus', 'qwen-max', 'qwen-max-longcontext', 'ERNIE-Bot', 'ERNIE-Bot-turbo', 'ERNIE-Bot-4', 'SparkDesk'], embed_models=['text-embedding-v1', 'Embedding-V1'], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[]), PlatformConfig(platform_name='openai', platform_type='openai', api_base_url='https://api.openai.com/v1', api_key='sk-proj-', api_proxy='', api_concurrencies=5, auto_detect_model=False, llm_models=['gpt-4o', 'gpt-3.5-turbo'], embed_models=['text-embedding-3-small', 'text-embedding-3-large'], text2image_models=[], image2text_models=[], rerank_models=[], speech2text_models=[], text2speech_models=[])]
2024-11-22 18:55:29.051 | WARNING  | chatchat.server.utils:get_default_llm:205 - default llm model glm4 is not found in available llms, using qwen:7b instead
2024-11-22 18:55:29.073 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:29.085 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:29.095 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
2024-11-22 18:55:29.105 | WARNING  | chatchat.server.utils:get_default_embedding:214 - default embedding model glm4 is not found in available embeddings, using quentinz/bge-large-zh-v1.5 instead
